,Local_Time,YEAR,MONTH,DAY,HOUR,OPTPWR,kwh,ACV1,ACV2,ACCL1,ACCL2,ACF1,IIT,IHT,DCVL1,DCVL2,DCCL1,DCCL2,IPA,IPB,TOTALKWH
273,2020-03-12 15:00:00,2020,3,12,15,5.18,2.0560000000000005,230.0,227.0,8.1,7.3,60.2,40.0,48.0,768.0,750.0,3.3,3.3,2.61,2.58,44345.0
274,2020-03-12 16:00:00,2020,3,12,16,2.94,0.30500000000000005,229.0,227.0,4.9,4.3,60.2,40.0,47.0,756.0,750.0,1.8,1.8,1.49,1.49,44347.0
275,2020-03-12 17:00:00,2020,3,12,17,0.55,0.03,228.0,226.0,2.1,1.9,60.1,39.0,43.0,693.0,705.0,0.2,0.2,0.28,0.38,44347.0
276,2020-03-12 18:00:00,2020,3,12,18,0.1,0.0,227.0,225.0,1.8,1.7,60.0,37.0,39.0,207.0,220.0,0.0,0.0,0.0,0.13,44347.0
288,2020-03-13 06:00:00,2020,3,13,6,0.65,1.0,231.0,228.0,2.1,1.9,60.1,32.0,25.0,714.0,707.0,0.2,0.2,0.37,0.37,44348.0
289,2020-03-13 07:00:00,2020,3,13,7,1.82,1.089,229.0,226.0,3.4,3.0,60.1,35.0,31.0,733.0,741.0,1.0,1.0,0.92,0.93,44349.0
290,2020-03-13 08:00:00,2020,3,13,8,1.83,0.7370000000000001,228.0,225.0,3.3,3.0,60.1,36.0,36.0,744.0,741.0,1.0,1.0,0.92,0.92,44350.0
291,2020-03-13 09:00:00,2020,3,13,9,1.56,1.05,225.0,222.0,3.1,2.8,60.1,36.0,37.0,743.0,722.0,0.8,0.9,0.76,0.81,44350.0
292,2020-03-13 10:00:00,2020,3,13,10,3.62,5.305,228.0,225.0,5.9,5.2,60.1,37.0,39.0,760.0,749.0,2.2,2.3,1.79,1.85,44351.0
293,2020-03-13 11:00:00,2020,3,13,11,12.03,12.199000000000002,231.0,227.0,17.9,17.1,60.1,40.0,48.0,763.0,758.0,8.4,7.8,6.39,5.87,44357.0
294,2020-03-13 12:00:00,2020,3,13,12,21.4,6.465,235.0,231.0,31.2,30.8,60.3,40.0,42.0,761.0,754.0,16.3,14.3,12.02,10.46,44368.0
295,2020-03-13 13:00:00,2020,3,13,13,12.4,5.752999999999999,230.0,228.0,18.5,17.8,60.1,41.0,41.0,765.0,760.0,8.4,8.4,6.23,6.2,44375.0
296,2020-03-13 14:00:00,2020,3,13,14,9.22,2.0840000000000005,228.0,226.0,14.1,13.2,60.1,40.0,45.0,765.0,759.0,6.1,6.1,4.64,4.58,44381.0
297,2020-03-13 15:00:00,2020,3,13,15,3.14,1.0240000000000002,228.0,225.0,5.1,4.5,60.1,40.0,42.0,755.0,745.0,1.9,2.0,1.55,1.6,44383.0
298,2020-03-13 16:00:00,2020,3,13,16,1.6,0.158,228.0,226.0,3.1,2.8,60.1,39.0,41.0,732.0,723.0,0.9,0.9,0.74,0.91,44384.0
299,2020-03-13 17:00:00,2020,3,13,17,0.47,0.028000000000000004,228.0,225.0,2.0,1.9,60.1,38.0,39.0,684.0,665.0,0.1,0.1,0.22,0.29,44384.0
300,2020-03-13 18:00:00,2020,3,13,18,0.1,0.0,228.0,225.0,1.8,1.7,60.0,37.0,37.0,216.0,218.0,0.0,0.0,0.0,0.14,44384.0
312,2020-03-14 06:00:00,2020,3,14,6,0.27,0.9890000000000002,230.0,228.0,1.9,1.7,60.1,28.0,21.0,742.0,736.0,0.2,0.2,0.13,0.2,44384.0
313,2020-03-14 07:00:00,2020,3,14,7,2.12,1.5020000000000002,232.0,228.0,3.7,3.2,60.1,31.0,25.0,751.0,756.0,1.2,1.2,1.05,1.07,44385.0
314,2020-03-14 08:00:00,2020,3,14,8,1.72,2.412,232.0,229.0,3.2,2.9,60.2,32.0,29.0,762.0,747.0,0.9,1.0,0.87,0.91,44387.0
315,2020-03-14 09:00:00,2020,3,14,9,5.49,8.210999999999999,229.0,227.0,8.4,7.9,60.1,32.0,33.0,783.0,776.0,3.4,3.4,2.77,2.77,44389.0
316,2020-03-14 10:00:00,2020,3,14,10,16.76,7.468000000000001,231.0,226.0,24.9,24.0,60.1,32.0,36.0,797.0,789.0,11.0,10.9,8.58,8.46,44398.0
317,2020-03-14 11:00:00,2020,3,14,11,10.22,12.374999999999998,229.0,226.0,15.5,14.7,60.1,34.0,31.0,785.0,785.0,6.6,6.6,5.12,5.1,44405.0
318,2020-03-14 12:00:00,2020,3,14,12,17.83,9.610999999999999,232.0,229.0,26.1,25.3,60.2,33.0,36.0,788.0,777.0,11.4,12.2,8.79,9.23,44417.0
319,2020-03-14 13:00:00,2020,3,14,13,13.36,17.046,230.0,227.0,19.6,19.2,60.2,32.0,31.0,793.0,778.0,8.6,8.8,6.8,6.67,44427.0
320,2020-03-14 14:00:00,2020,3,14,14,22.42,13.584,232.0,230.0,32.7,32.8,60.4,34.0,38.0,778.0,767.0,14.6,15.0,11.29,11.37,44444.0
321,2020-03-14 15:00:00,2020,3,14,15,17.4,6.712,231.0,228.0,25.6,24.8,60.3,34.0,37.0,788.0,787.0,11.5,11.6,8.73,8.77,44458.0
322,2020-03-14 16:00:00,2020,3,14,16,10.21,1.759,230.0,227.0,15.1,14.7,60.1,33.0,29.0,814.0,793.0,6.6,6.8,4.86,5.3,44465.0
323,2020-03-14 17:00:00,2020,3,14,17,3.48,0.047999999999999994,230.0,227.0,5.6,5.1,60.1,33.0,30.0,828.0,822.0,1.8,2.2,1.59,1.91,44466.0
324,2020-03-14 18:00:00,2020,3,14,18,0.13,0.0,228.0,227.0,1.9,1.7,60.1,32.0,29.0,262.0,217.0,0.0,0.0,0.0,0.15,44466.0
336,2020-03-15 06:00:00,2020,3,15,6,2.2,4.474,231.0,227.0,3.8,3.5,60.1,30.0,24.0,774.0,773.0,1.3,1.2,1.16,1.09,44467.0
337,2020-03-15 07:00:00,2020,3,15,7,7.92,11.834,231.0,228.0,12.0,11.2,60.2,37.0,39.0,791.0,787.0,5.2,5.1,4.15,3.93,44472.0
338,2020-03-15 08:00:00,2020,3,15,8,15.16,18.274,233.0,230.0,22.4,21.5,60.1,34.0,33.0,779.0,759.0,10.0,10.0,7.71,7.54,44484.0
339,2020-03-15 09:00:00,2020,3,15,9,20.66,22.642000000000003,234.0,231.0,29.9,29.1,60.5,36.0,41.0,769.0,762.0,13.9,13.9,10.39,10.38,44502.0
340,2020-03-15 10:00:00,2020,3,15,10,23.71,23.145999999999997,236.0,232.0,34.5,33.1,60.5,38.0,45.0,755.0,754.0,16.4,16.3,11.89,11.87,44525.0
341,2020-03-15 11:00:00,2020,3,15,11,25.16,25.765,236.0,232.0,36.8,36.1,60.5,39.0,48.0,739.0,733.0,17.5,17.6,12.76,12.73,44548.0
342,2020-03-15 12:00:00,2020,3,15,12,25.56,24.901000000000003,235.0,231.0,37.4,36.4,60.5,40.0,48.0,747.0,733.0,17.8,17.8,12.98,12.87,44573.0
343,2020-03-15 13:00:00,2020,3,15,13,25.72,21.792,235.0,231.0,36.7,36.1,60.4,39.0,47.0,747.0,741.0,17.4,17.4,12.75,12.73,44598.0
344,2020-03-15 14:00:00,2020,3,15,14,23.3,15.814000000000002,235.0,231.0,33.7,32.7,60.5,38.0,46.0,755.0,749.0,15.7,16.0,11.77,11.7,44620.0
345,2020-03-15 15:00:00,2020,3,15,15,18.73,9.607,233.0,229.0,27.7,27.1,60.4,37.0,39.0,771.0,760.0,12.6,12.7,9.49,9.49,44636.0
346,2020-03-15 16:00:00,2020,3,15,16,12.74,2.1590000000000003,231.0,228.0,18.9,18.1,60.1,34.0,33.0,783.0,790.0,8.3,8.8,6.09,6.72,44646.0
347,2020-03-15 17:00:00,2020,3,15,17,4.29,0.049999999999999996,228.0,225.0,6.8,6.3,60.2,35.0,31.0,706.0,804.0,3.4,3.4,1.77,2.48,44648.0
348,2020-03-15 18:00:00,2020,3,15,18,0.12,0.0,227.0,224.0,1.8,1.7,60.1,34.0,31.0,223.0,221.0,0.0,0.1,0.0,0.18,44648.0
360,2020-03-16 06:00:00,2020,3,16,6,2.22,4.5760000000000005,228.0,226.0,3.9,3.6,60.1,30.0,24.0,782.0,779.0,1.3,1.1,1.2,1.04,44649.0
361,2020-03-16 07:00:00,2020,3,16,7,8.04,11.652000000000001,230.0,227.0,12.2,11.6,60.1,38.0,42.0,792.0,791.0,5.2,5.3,4.09,4.0,44653.0
362,2020-03-16 08:00:00,2020,3,16,8,15.39,17.791,235.0,232.0,22.2,21.7,60.2,37.0,36.0,773.0,752.0,10.3,10.3,7.75,7.62,44665.0
363,2020-03-16 09:00:00,2020,3,16,9,19.95,19.831,236.0,232.0,29.1,29.0,60.4,39.0,42.0,764.0,760.0,13.9,14.0,10.04,9.98,44683.0
364,2020-03-16 10:00:00,2020,3,16,10,22.99,21.834000000000003,233.0,229.0,33.8,33.2,60.3,43.0,47.0,724.0,723.0,16.9,16.9,11.73,11.61,44702.0
365,2020-03-16 11:00:00,2020,3,16,11,23.81,24.457000000000004,235.0,232.0,34.7,33.4,60.4,44.0,48.0,708.0,703.0,17.5,17.5,12.03,11.99,44724.0
366,2020-03-16 12:00:00,2020,3,16,12,24.08,23.060000000000006,236.0,232.0,35.1,33.8,60.3,44.0,49.0,708.0,695.0,17.7,17.7,12.15,12.15,44748.0
367,2020-03-16 13:00:00,2020,3,16,13,23.6,20.383999999999997,235.0,231.0,34.9,33.5,60.5,44.0,49.0,708.0,697.0,17.3,17.5,12.01,11.89,44771.0
368,2020-03-16 14:00:00,2020,3,16,14,21.44,14.084000000000003,234.0,230.0,31.0,30.3,60.5,43.0,47.0,732.0,720.0,15.5,15.6,10.82,10.72,44792.0
369,2020-03-16 15:00:00,2020,3,16,15,17.87,7.555000000000001,233.0,230.0,26.4,25.5,60.1,42.0,43.0,742.0,730.0,12.7,12.5,8.98,8.95,44806.0
370,2020-03-16 16:00:00,2020,3,16,16,10.89,1.7289999999999999,232.0,229.0,16.1,15.5,60.2,41.0,36.0,775.0,763.0,7.5,7.7,5.27,5.64,44814.0
371,2020-03-16 17:00:00,2020,3,16,17,3.64,0.034999999999999996,231.0,229.0,5.7,5.2,60.2,41.0,39.0,794.0,778.0,2.0,2.3,1.72,1.93,44815.0
372,2020-03-16 18:00:00,2020,3,16,18,0.12,0.0,229.0,226.0,1.8,1.7,60.0,39.0,39.0,206.0,219.0,0.0,0.0,0.0,0.14,44815.0
384,2020-03-17 06:00:00,2020,3,17,6,2.27,4.265000000000001,230.0,227.0,4.3,3.5,60.1,33.0,28.0,765.0,765.0,1.3,1.3,1.14,1.12,44816.0
385,2020-03-17 07:00:00,2020,3,17,7,7.06,8.629,230.0,227.0,10.7,10.0,60.2,42.0,45.0,773.0,776.0,4.7,4.6,3.62,3.4,44821.0
386,2020-03-17 08:00:00,2020,3,17,8,10.95,12.863000000000001,229.0,226.0,16.5,15.8,60.1,43.0,47.0,767.0,754.0,7.2,7.5,5.47,5.46,44829.0
387,2020-03-17 09:00:00,2020,3,17,9,18.42,14.059999999999997,231.0,227.0,27.2,26.4,60.3,40.0,41.0,756.0,765.0,12.8,12.8,9.33,9.24,44842.0
388,2020-03-17 10:00:00,2020,3,17,10,19.37,12.361,231.0,228.0,28.7,28.0,60.1,41.0,42.0,747.0,743.0,13.7,13.9,9.99,9.8,44856.0
389,2020-03-17 11:00:00,2020,3,17,11,18.88,12.094000000000001,232.0,228.0,28.4,27.2,60.2,40.0,42.0,759.0,749.0,13.7,12.9,10.39,9.56,44870.0
390,2020-03-17 12:00:00,2020,3,17,12,21.71,7.409000000000001,235.0,232.0,31.1,31.2,60.5,40.0,45.0,765.0,751.0,15.9,14.8,11.76,10.63,44882.0
391,2020-03-17 13:00:00,2020,3,17,13,10.98,4.712000000000001,231.0,228.0,16.4,15.6,60.1,39.0,37.0,777.0,767.0,7.3,7.2,5.54,5.53,44889.0
392,2020-03-17 14:00:00,2020,3,17,14,7.47,4.114,231.0,228.0,11.3,10.6,60.1,39.0,41.0,765.0,764.0,4.8,4.8,3.73,3.77,44894.0
393,2020-03-17 15:00:00,2020,3,17,15,4.94,1.4229999999999998,231.0,229.0,7.6,7.0,60.1,39.0,46.0,760.0,759.0,3.0,3.1,2.44,2.48,44898.0
394,2020-03-17 16:00:00,2020,3,17,16,2.47,0.20200000000000007,231.0,229.0,4.2,3.7,60.1,39.0,45.0,746.0,738.0,1.5,1.5,1.25,1.28,44900.0
395,2020-03-17 17:00:00,2020,3,17,17,0.5,0.027,231.0,229.0,2.1,1.9,60.1,38.0,42.0,684.0,701.0,0.1,0.1,0.26,0.26,44900.0
396,2020-03-17 18:00:00,2020,3,17,18,0.1,0.0,228.0,226.0,1.8,1.7,60.0,35.0,37.0,203.0,225.0,0.0,0.0,0.0,0.15,44900.0
408,2020-03-18 06:00:00,2020,3,18,6,3.11,3.279,230.0,228.0,5.0,4.5,60.1,32.0,28.0,770.0,784.0,1.9,1.8,1.56,1.57,44901.0
409,2020-03-18 07:00:00,2020,3,18,7,4.48,4.433000000000001,230.0,227.0,7.0,6.4,60.1,37.0,38.0,770.0,772.0,2.9,2.7,2.34,2.19,44904.0
410,2020-03-18 08:00:00,2020,3,18,8,6.5,8.7,230.0,227.0,9.8,9.3,60.1,40.0,48.0,769.0,755.0,4.1,4.2,3.23,3.27,44908.0
411,2020-03-18 09:00:00,2020,3,18,9,12.78,13.296999999999999,231.0,228.0,18.7,18.1,60.1,40.0,49.0,758.0,755.0,8.8,8.1,6.58,5.87,44917.0
412,2020-03-18 10:00:00,2020,3,18,10,20.57,11.111999999999998,234.0,231.0,29.7,29.7,60.4,40.0,42.0,762.0,747.0,15.4,14.8,10.8,10.47,44931.0
413,2020-03-18 11:00:00,2020,3,18,11,16.82,5.347999999999999,232.0,229.0,24.9,24.3,60.1,41.0,38.0,764.0,750.0,11.2,11.6,8.49,8.55,44942.0
414,2020-03-18 12:00:00,2020,3,18,12,10.25,7.2250000000000005,231.0,229.0,15.2,14.5,60.1,41.0,41.0,762.0,754.0,6.9,6.8,5.17,5.16,44947.0
415,2020-03-18 13:00:00,2020,3,18,13,10.75,2.9690000000000003,230.0,227.0,16.0,15.4,60.1,41.0,46.0,763.0,757.0,7.1,7.1,5.39,5.38,44955.0
416,2020-03-18 14:00:00,2020,3,18,14,4.51,2.684,230.0,228.0,7.0,6.5,60.1,40.0,42.0,770.0,752.0,2.8,2.8,2.28,2.25,44958.0
417,2020-03-18 15:00:00,2020,3,18,15,3.94,1.593,230.0,228.0,6.2,5.6,60.2,41.0,43.0,759.0,748.0,2.4,2.5,1.96,2.01,44960.0
418,2020-03-18 16:00:00,2020,3,18,16,2.94,0.3620000000000001,230.0,228.0,4.8,4.2,60.1,40.0,45.0,754.0,746.0,1.8,1.8,1.49,1.48,44962.0
419,2020-03-18 17:00:00,2020,3,18,17,0.64,0.032,230.0,227.0,2.1,1.9,60.1,39.0,42.0,697.0,700.0,0.2,0.2,0.4,0.37,44962.0
420,2020-03-18 18:00:00,2020,3,18,18,0.08,0.0,229.0,227.0,1.9,1.7,60.1,38.0,39.0,205.0,217.0,0.0,0.0,0.0,0.12,44962.0
432,2020-03-19 06:00:00,2020,3,19,6,0.18,0.271,229.0,226.0,1.8,1.7,60.1,32.0,25.0,740.0,733.0,0.1,0.1,0.1,0.21,44962.0
433,2020-03-19 07:00:00,2020,3,19,7,1.63,1.3250000000000002,228.0,226.0,3.0,2.8,60.1,34.0,31.0,733.0,727.0,0.9,0.9,0.82,0.83,44963.0
434,2020-03-19 08:00:00,2020,3,19,8,2.17,1.718,231.0,228.0,3.4,3.1,60.1,37.0,36.0,744.0,739.0,1.1,1.1,0.91,0.96,44964.0
435,2020-03-19 09:00:00,2020,3,19,9,2.64,1.1180000000000003,227.0,225.0,4.5,3.9,60.1,38.0,39.0,768.0,751.0,1.6,1.6,1.33,1.34,44966.0
436,2020-03-19 10:00:00,2020,3,19,10,1.94,5.634,227.0,225.0,3.6,3.1,60.2,38.0,39.0,744.0,730.0,1.1,1.1,0.93,0.97,44967.0
437,2020-03-19 11:00:00,2020,3,19,11,9.49,7.8740000000000006,227.0,225.0,14.4,13.7,60.1,41.0,45.0,766.0,769.0,6.3,6.4,4.75,4.77,44972.0
438,2020-03-19 12:00:00,2020,3,19,12,9.54,3.6430000000000002,230.0,227.0,14.4,13.8,60.1,39.0,37.0,760.0,747.0,6.2,6.4,4.78,4.8,44980.0
439,2020-03-19 13:00:00,2020,3,19,13,8.07,1.105,230.0,227.0,12.2,11.7,60.2,41.0,39.0,753.0,745.0,5.2,5.4,4.06,4.02,44984.0
440,2020-03-19 14:00:00,2020,3,19,14,1.63,1.1740000000000002,229.0,226.0,3.1,2.8,60.1,40.0,39.0,726.0,719.0,0.9,0.9,0.82,0.83,44985.0
441,2020-03-19 15:00:00,2020,3,19,15,1.87,0.5740000000000001,229.0,226.0,3.4,3.0,60.1,39.0,41.0,738.0,740.0,1.1,1.1,0.95,0.95,44986.0
442,2020-03-19 16:00:00,2020,3,19,16,1.26,0.09800000000000003,228.0,226.0,2.6,2.4,60.1,39.0,41.0,726.0,719.0,0.6,0.7,0.64,0.64,44987.0
443,2020-03-19 17:00:00,2020,3,19,17,0.14,0.027000000000000003,229.0,226.0,1.9,1.7,60.1,39.0,39.0,223.0,222.0,0.0,0.0,0.0,0.17,44987.0
444,2020-03-19 18:00:00,2020,3,19,18,0.14,0.0,229.0,226.0,1.9,1.7,60.1,37.0,38.0,201.0,210.0,0.0,0.0,0.0,0.13,44987.0
456,2020-03-20 06:00:00,2020,3,20,6,2.7,4.224,230.0,226.0,4.4,4.3,60.1,34.0,29.0,760.0,758.0,1.5,1.6,1.38,1.36,44988.0
457,2020-03-20 07:00:00,2020,3,20,7,6.73,8.45,230.0,226.0,10.4,9.6,60.1,39.0,43.0,766.0,777.0,4.4,4.4,3.42,3.31,44992.0
458,2020-03-20 08:00:00,2020,3,20,8,11.09,8.977,229.0,225.0,16.7,15.9,60.1,40.0,46.0,784.0,765.0,7.5,7.5,5.54,5.49,45001.0
459,2020-03-20 09:00:00,2020,3,20,9,11.06,14.111999999999998,229.0,226.0,16.7,15.9,60.1,38.0,34.0,766.0,763.0,7.3,7.3,5.46,5.53,45010.0
460,2020-03-20 10:00:00,2020,3,20,10,21.28,12.127000000000002,230.0,226.0,31.3,30.7,60.5,40.0,42.0,766.0,753.0,14.5,14.5,10.67,10.54,45023.0
461,2020-03-20 11:00:00,2020,3,20,11,19.65,8.009,229.0,226.0,28.4,27.6,60.1,40.0,43.0,766.0,753.0,12.4,13.5,9.03,9.62,45036.0
462,2020-03-20 12:00:00,2020,3,20,12,10.65,12.598,231.0,229.0,15.2,14.5,60.2,39.0,36.0,769.0,763.0,6.4,6.6,5.01,5.1,45044.0
463,2020-03-20 13:00:00,2020,3,20,13,22.12,15.279,231.0,227.0,32.5,31.7,60.5,40.0,46.0,762.0,759.0,15.7,15.4,11.24,11.37,45057.0
464,2020-03-20 14:00:00,2020,3,20,14,20.16,8.642000000000001,230.0,227.0,29.5,29.0,60.3,40.0,43.0,771.0,753.0,13.3,14.1,9.75,10.18,45072.0
465,2020-03-20 15:00:00,2020,3,20,15,13.14,2.604,229.0,226.0,19.6,18.7,60.1,40.0,37.0,773.0,756.0,8.7,8.9,6.55,6.63,45080.0
466,2020-03-20 16:00:00,2020,3,20,16,3.79,0.8010000000000003,228.0,226.0,6.1,5.6,60.1,40.0,39.0,757.0,744.0,2.4,2.4,1.93,1.91,45083.0
467,2020-03-20 17:00:00,2020,3,20,17,1.67,0.045,230.0,226.0,3.1,2.9,60.1,39.0,38.0,732.0,732.0,0.9,1.0,0.82,0.88,45084.0
468,2020-03-20 18:00:00,2020,3,20,18,0.12,0.0,230.0,227.0,1.9,1.7,60.1,38.0,37.0,217.0,221.0,0.0,0.0,0.0,0.12,45084.0
480,2020-03-21 06:00:00,2020,3,21,6,2.3,4.66,231.0,229.0,4.0,3.6,60.1,36.0,31.0,758.0,758.0,1.4,1.3,1.2,1.18,45085.0
481,2020-03-21 07:00:00,2020,3,21,7,7.25,9.149999999999999,232.0,229.0,11.1,10.3,60.1,43.0,48.0,768.0,778.0,4.8,4.8,3.71,3.58,45089.0
482,2020-03-21 08:00:00,2020,3,21,8,12.01,14.712999999999997,230.0,226.0,18.1,17.4,60.1,43.0,49.0,758.0,747.0,8.2,8.2,6.06,5.98,45099.0
483,2020-03-21 09:00:00,2020,3,21,9,16.12,3.5010000000000003,229.0,225.0,24.1,23.3,60.2,42.0,42.0,743.0,733.0,11.3,11.2,8.19,8.03,45113.0
484,2020-03-21 10:00:00,2020,3,21,10,16.95,32.46099999999999,231.0,227.0,25.0,24.5,60.3,42.0,42.0,730.0,725.0,12.0,11.9,8.61,8.51,45117.0
485,2020-03-21 11:00:00,2020,3,21,11,20.2,20.933999999999994,234.0,230.0,29.3,28.4,60.4,44.0,46.0,715.0,699.0,14.5,14.6,10.2,10.18,45149.0
486,2020-03-21 12:00:00,2020,3,21,12,20.99,15.496,234.0,231.0,31.3,29.9,60.5,45.0,47.0,715.0,713.0,15.0,15.4,10.63,10.53,45170.0
487,2020-03-21 13:00:00,2020,3,21,13,19.73,15.669999999999998,233.0,229.0,28.9,28.2,60.3,45.0,46.0,742.0,723.0,14.3,14.4,9.97,10.04,45186.0
488,2020-03-21 14:00:00,2020,3,21,14,17.02,10.238,233.0,229.0,25.2,24.4,60.2,43.0,43.0,724.0,725.0,12.2,12.3,8.61,8.62,45202.0
489,2020-03-21 15:00:00,2020,3,21,15,13.09,4.926,232.0,229.0,19.1,18.2,60.1,43.0,39.0,760.0,748.0,8.9,8.8,6.4,6.45,45212.0
490,2020-03-21 16:00:00,2020,3,21,16,6.23,1.0539999999999998,231.0,228.0,9.5,8.7,60.2,41.0,39.0,772.0,753.0,4.1,4.2,2.99,3.23,45217.0
491,2020-03-21 17:00:00,2020,3,21,17,2.37,0.038,229.0,227.0,4.0,3.5,60.1,41.0,42.0,746.0,738.0,1.4,1.4,1.15,1.17,45218.0
492,2020-03-21 18:00:00,2020,3,21,18,0.11,0.0,228.0,226.0,1.8,1.7,60.1,40.0,39.0,217.0,225.0,0.0,0.0,0.0,0.13,45218.0
504,2020-03-22 06:00:00,2020,3,22,6,2.2,4.223999999999999,232.0,230.0,3.8,3.3,60.1,37.0,31.0,746.0,737.0,1.2,1.3,1.08,1.13,45219.0
505,2020-03-22 07:00:00,2020,3,22,7,6.52,8.642,231.0,228.0,9.9,9.4,60.2,44.0,46.0,755.0,765.0,4.3,4.2,3.33,3.19,45223.0
506,2020-03-22 08:00:00,2020,3,22,8,13.39,14.181999999999999,230.0,227.0,20.0,19.2,60.1,44.0,49.0,762.0,754.0,9.3,8.9,6.94,6.48,45232.0
507,2020-03-22 09:00:00,2020,3,22,9,18.97,13.701,230.0,228.0,28.1,26.9,60.5,44.0,46.0,753.0,746.0,13.1,13.1,9.56,9.56,45246.0
508,2020-03-22 10:00:00,2020,3,22,10,22.31,20.706000000000003,231.0,228.0,32.4,32.8,60.4,45.0,46.0,746.0,746.0,15.7,15.7,11.38,11.43,45259.0
509,2020-03-22 11:00:00,2020,3,22,11,23.94,22.538000000000004,232.0,228.0,35.4,34.6,60.5,47.0,52.0,735.0,716.0,17.2,17.0,12.13,12.11,45280.0
510,2020-03-22 12:00:00,2020,3,22,12,23.64,19.912999999999997,232.0,229.0,34.7,33.6,60.4,48.0,53.0,710.0,714.0,17.1,16.7,11.91,11.9,45303.0
511,2020-03-22 13:00:00,2020,3,22,13,22.96,17.834,232.0,229.0,34.2,32.7,60.4,48.0,52.0,727.0,722.0,16.4,16.4,11.54,11.56,45322.0
512,2020-03-22 14:00:00,2020,3,22,14,19.94,12.447000000000001,231.0,227.0,29.9,29.1,60.3,47.0,49.0,735.0,740.0,14.3,14.3,10.1,10.16,45340.0
513,2020-03-22 15:00:00,2020,3,22,15,16.13,6.655,230.0,227.0,24.1,23.2,60.1,45.0,43.0,753.0,744.0,11.0,11.1,8.03,8.09,45352.0
514,2020-03-22 16:00:00,2020,3,22,16,9.49,1.5820000000000003,230.0,226.0,14.3,13.6,60.0,42.0,38.0,775.0,753.0,6.1,6.6,4.52,4.97,45359.0
515,2020-03-22 17:00:00,2020,3,22,17,3.15,0.05899999999999999,227.0,224.0,5.2,4.6,60.1,41.0,39.0,775.0,774.0,1.7,2.1,1.47,1.73,45361.0
516,2020-03-22 18:00:00,2020,3,22,18,0.12,0.0,225.0,224.0,1.8,1.7,60.1,41.0,39.0,566.0,223.0,0.0,0.1,0.0,0.18,45361.0
528,2020-03-23 06:00:00,2020,3,23,6,2.7,3.6409999999999996,229.0,226.0,4.5,4.0,60.1,36.0,31.0,753.0,738.0,1.6,1.6,1.35,1.36,45361.0
529,2020-03-23 07:00:00,2020,3,23,7,4.43,5.262,231.0,228.0,6.6,6.0,60.1,39.0,41.0,759.0,761.0,2.6,2.6,2.1,2.12,45365.0
530,2020-03-23 08:00:00,2020,3,23,8,9.16,6.209000000000001,229.0,226.0,13.9,13.1,60.1,40.0,46.0,763.0,764.0,6.1,6.0,4.6,4.61,45370.0
531,2020-03-23 09:00:00,2020,3,23,9,10.75,4.729,230.0,228.0,16.2,15.5,60.1,40.0,39.0,771.0,762.0,7.2,7.4,5.58,5.5,45377.0
532,2020-03-23 10:00:00,2020,3,23,10,5.81,7.609,230.0,227.0,8.9,8.3,60.1,40.0,45.0,763.0,757.0,3.7,3.7,2.9,2.88,45381.0
533,2020-03-23 11:00:00,2020,3,23,11,11.6,12.100999999999999,231.0,229.0,16.9,16.1,60.1,40.0,47.0,767.0,766.0,7.3,7.5,5.64,5.71,45389.0
534,2020-03-23 12:00:00,2020,3,23,12,17.65,11.517000000000001,234.0,231.0,25.7,24.9,60.3,38.0,38.0,768.0,762.0,11.9,11.3,9.0,8.39,45401.0
535,2020-03-23 13:00:00,2020,3,23,13,18.79,9.861,231.0,227.0,28.0,27.1,60.1,39.0,41.0,756.0,758.0,12.7,12.4,9.68,9.11,45412.0
536,2020-03-23 14:00:00,2020,3,23,14,11.73,6.231,230.0,226.0,17.6,16.8,60.1,38.0,36.0,764.0,758.0,7.7,8.0,5.85,5.97,45422.0
537,2020-03-23 15:00:00,2020,3,23,15,8.85,2.981,230.0,227.0,13.4,12.7,60.1,40.0,38.0,763.0,754.0,5.7,5.8,4.42,4.44,45428.0
538,2020-03-23 16:00:00,2020,3,23,16,4.74,0.6850000000000002,229.0,227.0,7.5,6.8,60.1,40.0,39.0,762.0,752.0,3.0,3.0,2.35,2.41,45431.0
539,2020-03-23 17:00:00,2020,3,23,17,1.86,0.037,231.0,227.0,3.4,3.0,60.1,39.0,39.0,738.0,734.0,1.1,1.1,0.91,0.97,45432.0
540,2020-03-23 18:00:00,2020,3,23,18,0.1,0.0,230.0,226.0,1.8,1.7,60.1,37.0,36.0,208.0,220.0,0.0,0.0,0.0,0.12,45432.0
551,2020-03-24 05:00:00,2020,3,24,5,0.0,1.173,229.0,227.0,0.2,0.2,60.1,28.0,21.0,757.0,750.0,0.0,0.0,0.0,0.0,45432.0
552,2020-03-24 06:00:00,2020,3,24,6,2.62,4.537,230.0,228.0,4.5,4.0,60.2,35.0,30.0,753.0,753.0,1.6,1.6,1.36,1.3,45433.0
553,2020-03-24 07:00:00,2020,3,24,7,6.99,9.927000000000001,229.0,226.0,10.6,10.0,60.1,41.0,46.0,765.0,767.0,4.6,4.6,3.58,3.47,45438.0
554,2020-03-24 08:00:00,2020,3,24,8,12.66,15.902000000000001,229.0,226.0,19.0,18.3,60.1,42.0,47.0,755.0,741.0,8.6,8.6,6.36,6.3,45448.0
555,2020-03-24 09:00:00,2020,3,24,9,17.41,18.583,231.0,228.0,25.6,24.8,60.2,42.0,42.0,755.0,741.0,12.2,12.2,8.81,8.75,45464.0
