,Local_Time,YEAR,MONTH,DAY,HOUR,OPTPWR,kwh,ACV1,ACV2,ACCL1,ACCL2,ACF1,IIT,IHT,DCVL1,DCVL2,DCCL1,DCCL2,IPA,IPB,TOTALKWH
2523,2020-06-14 09:00:00,2020,6,14,9,18.88,20.629,233.0,227.0,28.1,27.2,60.2,56.0,53.0,709.0,694.0,14.0,14.3,9.59,9.55,54619.0
2524,2020-06-14 10:00:00,2020,6,14,10,21.19,21.952,232.0,227.0,31.3,31.1,60.4,56.0,58.0,686.0,674.0,16.1,16.3,10.86,10.76,54640.0
2525,2020-06-14 11:00:00,2020,6,14,11,22.25,20.47399999999999,231.0,227.0,33.4,32.4,60.5,55.0,59.0,685.0,672.0,17.2,17.2,11.29,11.22,54662.0
2526,2020-06-14 12:00:00,2020,6,14,12,25.53,20.243,230.0,227.0,37.5,36.6,60.5,55.0,59.0,718.0,693.0,19.3,19.3,12.98,13.01,54682.0
2527,2020-06-14 13:00:00,2020,6,14,13,24.19,19.030999999999995,231.0,227.0,35.5,34.7,60.5,53.0,58.0,725.0,703.0,18.4,18.3,12.35,12.3,54702.0
2528,2020-06-14 14:00:00,2020,6,14,14,22.22,12.978,231.0,227.0,32.4,31.8,60.5,53.0,58.0,721.0,690.0,17.1,16.8,11.4,11.16,54722.0
2529,2020-06-14 15:00:00,2020,6,14,15,19.53,6.062000000000001,231.0,227.0,28.5,28.2,60.4,52.0,52.0,724.0,719.0,14.4,14.5,9.97,9.75,54735.0
2530,2020-06-14 16:00:00,2020,6,14,16,10.93,5.215000000000001,229.0,226.0,16.4,15.7,60.2,51.0,49.0,750.0,738.0,7.8,8.0,5.2,5.69,54741.0
2531,2020-06-14 17:00:00,2020,6,14,17,8.66,1.1939999999999997,229.0,225.0,13.0,12.4,60.2,50.0,49.0,751.0,730.0,6.2,6.4,4.08,4.59,54746.0
2532,2020-06-14 18:00:00,2020,6,14,18,2.96,0.0,228.0,224.0,4.9,4.3,60.1,50.0,49.0,720.0,721.0,1.9,1.9,1.55,1.48,54747.0
2543,2020-06-15 05:00:00,2020,6,15,5,1.07,2.805,231.0,228.0,2.4,2.2,60.2,43.0,36.0,726.0,719.0,0.5,0.5,0.56,0.54,54748.0
2544,2020-06-15 06:00:00,2020,6,15,6,5.07,7.919999999999999,230.0,228.0,7.8,7.2,60.1,53.0,49.0,751.0,731.0,3.4,3.4,2.6,2.49,54751.0
2545,2020-06-15 07:00:00,2020,6,15,7,10.95,13.74,231.0,227.0,16.5,15.8,60.1,55.0,49.0,744.0,717.0,7.7,7.7,5.53,5.44,54759.0
2546,2020-06-15 08:00:00,2020,6,15,8,16.11,18.096000000000004,234.0,230.0,23.7,22.9,60.1,57.0,49.0,726.0,714.0,11.6,11.7,8.17,8.21,54772.0
2547,2020-06-15 09:00:00,2020,6,15,9,19.76,20.455000000000002,235.0,230.0,28.9,28.0,60.3,57.0,54.0,714.0,706.0,14.6,14.7,10.0,10.04,54791.0
2548,2020-06-15 10:00:00,2020,6,15,10,22.16,22.502000000000002,236.0,232.0,32.5,32.0,60.5,57.0,58.0,701.0,696.0,16.4,16.5,11.1,11.19,54811.0
2549,2020-06-15 11:00:00,2020,6,15,11,23.01,23.105,232.0,229.0,34.1,33.3,60.4,55.0,58.0,691.0,690.0,17.5,17.3,11.71,11.73,54834.0
2550,2020-06-15 12:00:00,2020,6,15,12,23.2,22.067999999999998,233.0,230.0,34.6,33.8,60.4,53.0,58.0,691.0,688.0,17.5,17.5,11.79,11.8,54857.0
2551,2020-06-15 13:00:00,2020,6,15,13,22.92,20.034,229.0,225.0,34.3,33.5,60.5,52.0,58.0,699.0,688.0,17.2,17.1,11.72,11.56,54879.0
2552,2020-06-15 14:00:00,2020,6,15,14,21.25,16.51,229.0,226.0,32.1,31.7,60.5,51.0,56.0,707.0,704.0,15.6,15.8,10.88,10.75,54899.0
2553,2020-06-15 15:00:00,2020,6,15,15,18.25,10.985000000000001,230.0,226.0,27.0,26.4,60.4,50.0,52.0,723.0,719.0,13.3,13.4,9.22,9.3,54915.0
2554,2020-06-15 16:00:00,2020,6,15,16,13.83,4.865,230.0,227.0,20.6,19.7,60.1,49.0,47.0,728.0,725.0,10.0,9.9,6.78,7.04,54926.0
2555,2020-06-15 17:00:00,2020,6,15,17,8.04,0.8310000000000002,230.0,228.0,12.1,11.4,60.1,48.0,46.0,746.0,737.0,5.7,5.8,3.79,4.2,54931.0
2556,2020-06-15 18:00:00,2020,6,15,18,2.31,0.0,227.0,224.0,4.0,3.5,60.1,47.0,46.0,735.0,729.0,1.1,1.7,0.94,1.4,54932.0
2567,2020-06-16 05:00:00,2020,6,16,5,1.53,2.943000000000001,230.0,227.0,2.8,2.6,60.1,44.0,37.0,718.0,707.0,0.8,0.8,0.72,0.72,54932.0
2568,2020-06-16 06:00:00,2020,6,16,6,5.22,7.847,230.0,226.0,8.1,7.5,60.1,52.0,49.0,753.0,733.0,3.5,3.5,2.69,2.54,54935.0
2569,2020-06-16 07:00:00,2020,6,16,7,10.31,12.454000000000004,230.0,226.0,15.5,14.9,60.1,54.0,46.0,743.0,719.0,7.2,7.3,5.35,5.18,54943.0
2570,2020-06-16 08:00:00,2020,6,16,8,15.83,17.983999999999998,234.0,229.0,23.4,22.5,60.2,55.0,48.0,737.0,733.0,11.1,11.2,7.95,8.01,54956.0
2571,2020-06-16 09:00:00,2020,6,16,9,19.78,20.86100000000001,234.0,229.0,29.2,28.3,60.3,56.0,54.0,720.0,717.0,14.6,14.6,10.09,10.09,54974.0
2572,2020-06-16 10:00:00,2020,6,16,10,22.15,22.900999999999996,233.0,230.0,32.4,31.9,60.5,56.0,58.0,712.0,701.0,16.3,16.5,11.21,11.27,54995.0
2573,2020-06-16 11:00:00,2020,6,16,11,23.17,22.976999999999997,235.0,230.0,33.9,33.3,60.5,56.0,59.0,688.0,694.0,17.3,17.6,11.73,11.84,55018.0
2574,2020-06-16 12:00:00,2020,6,16,12,23.41,22.337000000000003,235.0,232.0,34.5,33.8,60.5,54.0,58.0,688.0,686.0,17.5,17.6,11.82,11.91,55041.0
2575,2020-06-16 13:00:00,2020,6,16,13,22.99,19.852999999999994,233.0,229.0,34.8,33.6,60.5,54.0,59.0,696.0,694.0,17.2,17.4,11.62,11.77,55063.0
2576,2020-06-16 14:00:00,2020,6,16,14,21.07,16.393000000000004,234.0,230.0,31.3,30.3,60.4,53.0,55.0,704.0,709.0,15.7,15.8,10.69,10.75,55083.0
2577,2020-06-16 15:00:00,2020,6,16,15,18.43,11.163,234.0,230.0,27.0,26.3,60.3,52.0,53.0,734.0,717.0,13.4,13.3,9.26,9.3,55099.0
2578,2020-06-16 16:00:00,2020,6,16,16,13.86,4.739999999999999,233.0,229.0,20.5,19.6,60.1,49.0,47.0,717.0,735.0,10.0,9.9,6.89,7.04,55110.0
2579,2020-06-16 17:00:00,2020,6,16,17,7.96,0.7090000000000004,229.0,227.0,12.0,11.2,60.1,47.0,43.0,744.0,735.0,5.7,5.7,3.77,4.19,55115.0
2580,2020-06-16 18:00:00,2020,6,16,18,2.04,0.0,229.0,226.0,3.6,3.1,60.1,47.0,46.0,733.0,731.0,0.9,1.5,0.82,1.24,55116.0
2591,2020-06-17 05:00:00,2020,6,17,5,1.07,2.5820000000000007,230.0,226.0,2.5,2.3,60.1,43.0,37.0,705.0,698.0,0.5,0.6,0.53,0.6,55116.0
2592,2020-06-17 06:00:00,2020,6,17,6,4.62,8.104000000000001,230.0,226.0,7.2,6.7,60.1,50.0,48.0,743.0,721.0,3.1,3.1,2.38,2.23,55119.0
2593,2020-06-17 07:00:00,2020,6,17,7,11.2,13.804000000000002,233.0,228.0,16.7,15.9,60.1,53.0,49.0,743.0,719.0,7.8,7.8,5.69,5.52,55127.0
2594,2020-06-17 08:00:00,2020,6,17,8,16.06,18.196,234.0,231.0,23.8,23.0,60.1,56.0,49.0,733.0,718.0,11.5,11.5,8.1,8.14,55141.0
2595,2020-06-17 09:00:00,2020,6,17,9,19.85,20.466999999999995,232.0,228.0,29.4,28.8,60.4,57.0,54.0,723.0,717.0,14.6,14.6,10.02,10.11,55159.0
2596,2020-06-17 10:00:00,2020,6,17,10,21.84,22.278000000000002,230.0,226.0,33.0,32.4,60.5,57.0,58.0,711.0,709.0,16.2,16.2,11.05,11.12,55179.0
2597,2020-06-17 11:00:00,2020,6,17,11,22.92,22.493000000000002,232.0,228.0,34.1,33.4,60.5,55.0,59.0,707.0,702.0,17.0,17.4,11.6,11.69,55202.0
2598,2020-06-17 12:00:00,2020,6,17,12,23.19,22.473,234.0,230.0,34.2,33.6,60.4,55.0,59.0,692.0,701.0,17.3,17.4,11.74,11.77,55224.0
2599,2020-06-17 13:00:00,2020,6,17,13,23.41,19.999000000000006,231.0,228.0,34.2,33.3,60.5,55.0,59.0,692.0,694.0,17.4,17.3,11.66,11.77,55247.0
2600,2020-06-17 14:00:00,2020,6,17,14,21.32,15.759999999999998,231.0,228.0,31.4,30.5,60.4,54.0,57.0,716.0,710.0,15.6,15.6,10.71,10.73,55267.0
2601,2020-06-17 15:00:00,2020,6,17,15,18.37,12.023,231.0,228.0,27.2,26.7,60.3,51.0,53.0,727.0,721.0,13.4,13.3,9.3,9.31,55283.0
2602,2020-06-17 16:00:00,2020,6,17,16,13.7,4.758,231.0,228.0,20.5,19.8,60.1,49.0,47.0,729.0,731.0,9.7,9.8,6.78,7.03,55295.0
2603,2020-06-17 17:00:00,2020,6,17,17,8.02,0.7560000000000003,231.0,229.0,12.1,11.2,60.1,47.0,45.0,739.0,735.0,5.6,5.8,3.81,4.31,55299.0
2604,2020-06-17 18:00:00,2020,6,17,18,2.1,0.0,229.0,226.0,3.7,3.2,60.1,47.0,46.0,739.0,726.0,0.9,1.5,0.81,1.31,55300.0
2615,2020-06-18 05:00:00,2020,6,18,5,1.54,2.8729999999999998,229.0,225.0,3.0,2.7,60.1,43.0,36.0,733.0,726.0,0.9,0.9,0.78,0.78,55301.0
2616,2020-06-18 06:00:00,2020,6,18,6,4.91,7.4350000000000005,230.0,227.0,7.7,7.0,60.2,50.0,49.0,742.0,735.0,3.3,3.3,2.52,2.42,55304.0
2617,2020-06-18 07:00:00,2020,6,18,7,10.41,13.388000000000002,230.0,226.0,15.7,15.1,60.1,52.0,49.0,741.0,726.0,7.3,7.2,5.24,5.19,55311.0
2618,2020-06-18 08:00:00,2020,6,18,8,15.86,17.569000000000003,235.0,230.0,23.3,22.5,60.2,55.0,49.0,736.0,726.0,11.2,11.3,7.99,8.05,55324.0
2619,2020-06-18 09:00:00,2020,6,18,9,19.61,20.511000000000003,235.0,230.0,28.9,27.7,60.3,56.0,53.0,726.0,723.0,14.2,14.3,9.87,9.9,55342.0
2620,2020-06-18 10:00:00,2020,6,18,10,21.68,22.186,233.0,229.0,32.1,31.5,60.4,56.0,57.0,706.0,708.0,16.2,16.0,10.97,11.04,55362.0
2621,2020-06-18 11:00:00,2020,6,18,11,23.06,22.371000000000002,232.0,228.0,34.3,33.1,60.4,55.0,59.0,698.0,693.0,17.2,17.3,11.58,11.7,55385.0
2622,2020-06-18 12:00:00,2020,6,18,12,23.22,21.354000000000003,234.0,231.0,34.1,33.2,60.5,55.0,59.0,691.0,700.0,17.4,17.6,11.65,11.8,55407.0
2623,2020-06-18 13:00:00,2020,6,18,13,22.44,18.629,232.0,228.0,33.8,32.8,60.5,55.0,59.0,698.0,700.0,16.7,16.8,11.37,11.48,55428.0
2624,2020-06-18 14:00:00,2020,6,18,14,20.95,16.324999999999996,232.0,228.0,30.8,29.4,60.3,54.0,55.0,714.0,708.0,15.3,15.2,10.49,10.56,55447.0
2625,2020-06-18 15:00:00,2020,6,18,15,17.81,11.766000000000004,232.0,228.0,26.3,25.6,60.1,51.0,53.0,722.0,721.0,12.8,12.8,8.97,9.04,55463.0
2626,2020-06-18 16:00:00,2020,6,18,16,14.07,5.204999999999998,231.0,229.0,21.0,20.1,60.1,49.0,48.0,726.0,729.0,10.0,10.0,6.95,7.19,55475.0
2627,2020-06-18 17:00:00,2020,6,18,17,8.28,0.7440000000000003,230.0,227.0,12.5,11.8,60.1,48.0,43.0,738.0,732.0,5.9,6.0,3.9,4.43,55480.0
2628,2020-06-18 18:00:00,2020,6,18,18,2.23,0.0,229.0,227.0,3.9,3.3,60.1,47.0,45.0,726.0,729.0,1.1,1.6,0.97,1.29,55481.0
2639,2020-06-19 05:00:00,2020,6,19,5,1.76,3.182000000000001,229.0,226.0,3.2,2.9,60.2,43.0,37.0,733.0,727.0,1.0,1.0,0.88,0.93,55482.0
2640,2020-06-19 06:00:00,2020,6,19,6,5.54,6.349,230.0,226.0,8.5,7.8,60.1,51.0,49.0,746.0,731.0,3.8,3.8,2.86,2.71,55485.0
2641,2020-06-19 07:00:00,2020,6,19,7,9.49,12.471,230.0,226.0,14.3,13.5,60.2,52.0,46.0,738.0,730.0,6.5,6.6,4.79,4.67,55491.0
2642,2020-06-19 08:00:00,2020,6,19,8,13.48,2.031,229.0,226.0,20.1,19.4,60.2,52.0,46.0,743.0,730.0,9.3,9.5,6.7,6.79,55504.0
2643,2020-06-19 09:00:00,2020,6,19,9,16.06,35.90099999999998,229.0,226.0,23.9,23.3,60.0,52.0,48.0,730.0,729.0,11.2,11.3,8.05,8.12,55505.0
2644,2020-06-19 10:00:00,2020,6,19,10,22.54,21.212000000000003,232.0,228.0,33.8,32.5,60.4,56.0,58.0,704.0,702.0,16.5,16.9,11.39,11.46,55541.0
2645,2020-06-19 11:00:00,2020,6,19,11,23.2,21.377999999999997,231.0,227.0,35.3,34.2,60.5,56.0,59.0,704.0,710.0,17.3,17.5,11.82,11.98,55563.0
2646,2020-06-19 12:00:00,2020,6,19,12,24.43,20.286000000000005,233.0,229.0,36.6,35.2,60.5,55.0,59.0,704.0,718.0,18.4,18.6,12.28,12.45,55584.0
2647,2020-06-19 13:00:00,2020,6,19,13,22.98,19.730999999999995,230.0,227.0,34.1,33.3,60.4,54.0,58.0,712.0,718.0,16.9,17.0,11.55,11.63,55604.0
2648,2020-06-19 14:00:00,2020,6,19,14,20.87,16.85,230.0,226.0,30.9,30.1,60.4,53.0,55.0,712.0,710.0,15.2,15.2,10.46,10.55,55624.0
2649,2020-06-19 15:00:00,2020,6,19,15,19.08,10.896000000000004,231.0,226.0,28.3,27.7,60.3,53.0,54.0,720.0,718.0,14.0,14.1,9.68,9.76,55641.0
2650,2020-06-19 16:00:00,2020,6,19,16,13.49,4.926999999999998,231.0,229.0,20.2,19.5,60.1,50.0,47.0,722.0,727.0,9.6,9.7,6.66,6.89,55652.0
2651,2020-06-19 17:00:00,2020,6,19,17,8.57,0.6650000000000004,231.0,228.0,12.8,12.1,60.1,49.0,43.0,733.0,729.0,6.2,6.3,4.02,4.57,55657.0
2652,2020-06-19 18:00:00,2020,6,19,18,1.64,0.0,230.0,226.0,2.9,2.8,60.1,48.0,46.0,719.0,712.0,0.8,1.0,0.77,0.9,55657.0
2687,2020-06-21 05:00:00,2020,6,21,5,1.29,2.322,230.0,226.0,2.7,2.5,60.0,43.0,36.0,694.0,695.0,0.7,0.7,0.66,0.67,55838.0
2688,2020-06-21 06:00:00,2020,6,21,6,2.91,6.253,230.0,227.0,4.8,4.2,60.1,47.0,46.0,729.0,730.0,1.9,1.8,1.48,1.44,55840.0
2689,2020-06-21 07:00:00,2020,6,21,7,13.18,13.517000000000001,233.0,228.0,19.7,18.7,60.2,51.0,49.0,739.0,741.0,9.3,9.5,6.67,6.55,55846.0
2690,2020-06-21 08:00:00,2020,6,21,8,15.99,16.804,232.0,228.0,23.8,22.7,60.0,55.0,49.0,729.0,722.0,11.4,11.3,8.07,8.07,55860.0
2691,2020-06-21 09:00:00,2020,6,21,9,19.72,17.545,232.0,228.0,29.6,28.5,60.3,57.0,54.0,729.0,718.0,14.1,14.5,9.99,10.07,55877.0
2692,2020-06-21 10:00:00,2020,6,21,10,22.72,19.801999999999996,234.0,231.0,32.8,32.5,60.4,56.0,54.0,729.0,736.0,16.4,16.4,11.45,11.53,55894.0
2693,2020-06-21 11:00:00,2020,6,21,11,25.98,22.129,234.0,230.0,37.5,36.8,60.4,54.0,59.0,719.0,713.0,18.9,18.9,13.16,13.25,55914.0
2694,2020-06-21 12:00:00,2020,6,21,12,25.87,23.905000000000005,233.0,229.0,37.7,36.8,60.5,55.0,61.0,719.0,712.0,19.4,19.5,13.18,13.2,55936.0
2695,2020-06-21 13:00:00,2020,6,21,13,25.3,20.141,235.0,232.0,36.9,36.1,60.5,57.0,62.0,695.0,704.0,19.0,19.2,12.81,12.98,55960.0
2696,2020-06-21 14:00:00,2020,6,21,14,22.27,10.417999999999997,233.0,230.0,32.5,32.4,60.5,56.0,59.0,719.0,712.0,16.3,16.8,11.31,11.43,55980.0
2697,2020-06-21 15:00:00,2020,6,21,15,15.76,2.8750000000000004,232.0,228.0,23.1,22.3,60.1,53.0,52.0,737.0,732.0,11.3,11.2,7.87,7.96,55990.0
2698,2020-06-21 16:00:00,2020,6,21,16,5.2,3.8520000000000008,229.0,226.0,8.2,7.5,60.1,50.0,49.0,726.0,724.0,3.5,3.7,2.47,2.77,55993.0
2699,2020-06-21 17:00:00,2020,6,21,17,5.85,0.6850000000000003,227.0,225.0,9.0,8.3,60.1,49.0,49.0,744.0,729.0,4.0,4.3,2.68,3.13,55997.0
2700,2020-06-21 18:00:00,2020,6,21,18,1.62,0.0,225.0,223.0,3.1,2.6,60.1,48.0,49.0,709.0,701.0,0.9,1.0,0.78,0.85,55998.0
2711,2020-06-22 05:00:00,2020,6,22,5,0.87,2.1270000000000007,230.0,228.0,2.4,2.1,60.2,43.0,36.0,717.0,711.0,0.4,0.4,0.45,0.44,55998.0
2712,2020-06-22 06:00:00,2020,6,22,6,4.25,7.765,230.0,227.0,6.7,6.0,60.1,50.0,47.0,742.0,724.0,2.8,2.8,2.2,2.08,56000.0
2713,2020-06-22 07:00:00,2020,6,22,7,10.8,13.328000000000001,230.0,226.0,16.2,15.5,60.1,53.0,49.0,750.0,712.0,7.6,7.6,5.5,5.37,56008.0
2714,2020-06-22 08:00:00,2020,6,22,8,15.85,17.792,233.0,230.0,23.2,22.2,60.1,56.0,49.0,729.0,722.0,11.1,11.2,7.92,8.0,56021.0
2715,2020-06-22 09:00:00,2020,6,22,9,19.03,20.208,235.0,231.0,27.9,27.1,60.3,57.0,54.0,721.0,717.0,13.9,14.0,9.66,9.72,56039.0
2716,2020-06-22 10:00:00,2020,6,22,10,21.59,22.044000000000008,235.0,230.0,31.8,30.9,60.4,57.0,58.0,706.0,706.0,15.9,16.0,10.88,11.01,56059.0
2717,2020-06-22 11:00:00,2020,6,22,11,23.38,22.145,233.0,228.0,34.2,33.0,60.4,56.0,59.0,698.0,706.0,17.2,17.4,11.7,11.84,56081.0
2718,2020-06-22 12:00:00,2020,6,22,12,24.33,19.781999999999996,234.0,231.0,35.6,34.7,60.4,55.0,59.0,698.0,706.0,18.1,18.4,12.24,12.54,56104.0
2719,2020-06-22 13:00:00,2020,6,22,13,23.26,20.125,233.0,229.0,34.2,33.3,60.5,54.0,59.0,710.0,714.0,17.6,17.7,11.77,11.94,56123.0
2720,2020-06-22 14:00:00,2020,6,22,14,21.54,15.828000000000001,232.0,229.0,31.8,30.7,60.5,53.0,57.0,706.0,714.0,15.8,15.9,10.81,10.94,56144.0
2721,2020-06-22 15:00:00,2020,6,22,15,18.85,12.338000000000005,233.0,230.0,27.9,27.0,60.3,53.0,54.0,734.0,722.0,13.6,13.8,9.48,9.58,56159.0
2722,2020-06-22 16:00:00,2020,6,22,16,15.91,6.219999999999999,232.0,230.0,23.2,22.5,60.1,50.0,49.0,718.0,726.0,11.3,11.4,7.92,8.09,56172.0
2723,2020-06-22 17:00:00,2020,6,22,17,9.31,0.7400000000000002,232.0,229.0,14.0,13.2,60.1,49.0,43.0,744.0,735.0,6.7,6.8,4.41,4.96,56178.0
2724,2020-06-22 18:00:00,2020,6,22,18,2.55,0.0,229.0,226.0,4.4,3.7,60.1,49.0,45.0,737.0,719.0,1.3,1.8,1.12,1.43,56179.0
2783,2020-06-25 05:00:00,2020,6,25,5,1.72,3.3440000000000003,231.0,227.0,3.2,2.8,60.1,45.0,38.0,715.0,717.0,1.0,1.0,0.88,0.86,56363.0
2784,2020-06-25 06:00:00,2020,6,25,6,4.81,3.2069999999999994,233.0,229.0,7.3,6.8,60.1,51.0,49.0,739.0,729.0,3.2,3.1,2.47,2.36,56366.0
2785,2020-06-25 07:00:00,2020,6,25,7,6.52,0.0,232.0,229.0,9.8,9.2,60.1,52.0,49.0,735.0,709.0,4.4,4.5,3.3,3.24,56369.0
2807,2020-06-26 05:00:00,2020,6,26,5,1.7,2.6520000000000006,230.0,227.0,3.2,2.8,60.2,43.0,37.0,732.0,726.0,1.0,1.0,0.87,0.87,56541.0
2808,2020-06-26 06:00:00,2020,6,26,6,3.57,2.9330000000000003,231.0,228.0,5.7,5.1,60.1,47.0,47.0,738.0,732.0,2.3,2.2,1.81,1.76,56543.0
2809,2020-06-26 07:00:00,2020,6,26,7,7.78,0.0,231.0,228.0,11.8,11.0,60.1,48.0,49.0,736.0,735.0,5.4,5.4,3.97,3.83,56546.0
2831,2020-06-27 05:00:00,2020,6,27,5,0.89,2.136000000000001,232.0,229.0,2.3,2.1,60.2,41.0,36.0,724.0,718.0,0.4,0.4,0.46,0.49,56690.0
2832,2020-06-27 06:00:00,2020,6,27,6,5.1,3.884,232.0,228.0,7.8,7.2,60.1,49.0,47.0,746.0,719.0,3.4,3.4,2.61,2.52,56692.0
2833,2020-06-27 07:00:00,2020,6,27,7,8.39,0.0,232.0,228.0,12.5,11.8,60.1,54.0,49.0,744.0,707.0,5.8,5.9,4.27,4.13,56696.0
2855,2020-06-28 05:00:00,2020,6,28,5,1.64,3.1819999999999995,230.0,227.0,3.1,2.8,60.1,43.0,37.0,723.0,717.0,0.9,0.9,0.84,0.83,56865.0
2856,2020-06-28 06:00:00,2020,6,28,6,5.46,3.789,231.0,228.0,8.4,7.8,60.1,51.0,49.0,742.0,729.0,3.7,3.7,2.79,2.67,56868.0
2857,2020-06-28 07:00:00,2020,6,28,7,7.3,0.0,231.0,227.0,11.1,10.5,60.1,52.0,48.0,743.0,709.0,5.0,5.0,3.72,3.61,56872.0
2903,2020-06-30 05:00:00,2020,6,30,5,1.49,2.9080000000000013,229.0,226.0,2.9,2.6,60.1,44.0,37.0,727.0,721.0,0.9,0.8,0.75,0.74,57210.0
2904,2020-06-30 06:00:00,2020,6,30,6,4.5,7.282000000000002,230.0,226.0,7.2,6.5,60.1,51.0,49.0,736.0,737.0,3.0,3.0,2.31,2.25,57213.0
2905,2020-06-30 07:00:00,2020,6,30,7,10.42,0.0,230.0,225.0,15.7,15.0,60.1,54.0,49.0,739.0,718.0,7.3,7.5,5.29,5.26,57220.0
2910,2020-06-30 12:00:00,2020,6,30,12,22.4,21.167,232.0,229.0,33.1,31.9,60.4,55.0,59.0,684.0,687.0,16.9,16.9,11.33,11.38,57310.0
2911,2020-06-30 13:00:00,2020,6,30,13,22.41,19.041,232.0,229.0,33.2,32.1,60.5,55.0,59.0,692.0,695.0,16.9,17.0,11.26,11.45,57331.0
2912,2020-06-30 14:00:00,2020,6,30,14,20.56,14.816999999999997,231.0,228.0,30.7,29.8,60.4,54.0,57.0,703.0,703.0,15.2,15.4,10.37,10.51,57350.0
2913,2020-06-30 15:00:00,2020,6,30,15,16.89,8.899,232.0,228.0,24.7,24.2,60.1,52.0,52.0,720.0,724.0,12.1,12.3,8.48,8.55,57365.0
2914,2020-06-30 16:00:00,2020,6,30,16,12.12,3.574,231.0,229.0,18.0,17.4,60.2,49.0,46.0,733.0,736.0,8.5,8.7,5.97,6.16,57374.0
2915,2020-06-30 17:00:00,2020,6,30,17,5.8,0.5510000000000003,230.0,228.0,8.5,7.9,60.1,50.0,49.0,738.0,732.0,4.0,4.2,2.62,3.2,57377.0
2916,2020-06-30 18:00:00,2020,6,30,18,1.34,0.0,226.0,224.0,2.7,2.5,60.1,49.0,49.0,712.0,709.0,0.6,0.8,0.61,0.79,57378.0
2951,2020-07-02 05:00:00,2020,7,2,5,1.14,2.3409999999999997,230.0,226.0,2.5,2.4,60.1,41.0,35.0,733.0,727.0,0.6,0.6,0.59,0.59,57523.0
2952,2020-07-02 06:00:00,2020,7,2,6,4.74,5.141000000000001,230.0,226.0,7.5,6.8,60.1,52.0,47.0,746.0,725.0,3.2,3.2,2.45,2.34,57526.0
2953,2020-07-02 07:00:00,2020,7,2,7,8.93,0.0,229.0,225.0,13.6,12.7,60.1,55.0,49.0,742.0,708.0,6.3,6.3,4.52,4.44,57531.0
2975,2020-07-03 05:00:00,2020,7,3,5,1.2,2.627,230.0,226.0,2.6,2.5,60.1,42.0,36.0,721.0,715.0,0.7,0.7,0.65,0.64,57673.0
2976,2020-07-03 06:00:00,2020,7,3,6,4.47,5.988,230.0,226.0,7.0,6.7,60.1,50.0,47.0,736.0,725.0,3.0,2.9,2.29,2.19,57676.0
2977,2020-07-03 07:00:00,2020,7,3,7,10.24,0.0,230.0,226.0,15.3,14.7,60.2,53.0,49.0,732.0,720.0,7.1,7.2,5.15,5.1,57682.0
3148,2020-07-10 10:00:00,2020,7,10,10,14.03,18.067,228.0,224.0,21.1,20.4,60.1,51.0,48.0,725.0,725.0,9.9,9.9,7.03,7.12,58763.0
3149,2020-07-10 11:00:00,2020,7,10,11,23.83,18.912000000000003,228.0,226.0,35.0,34.4,60.4,54.0,58.0,723.0,721.0,19.0,16.9,13.2,11.68,58782.0
3150,2020-07-10 12:00:00,2020,7,10,12,26.27,20.148,230.0,226.0,39.1,37.3,60.4,53.0,59.0,774.0,748.0,18.3,17.5,13.26,13.04,58801.0
3151,2020-07-10 13:00:00,2020,7,10,13,25.98,18.622999999999998,230.0,226.0,37.7,37.7,60.4,53.0,62.0,746.0,725.0,19.1,19.5,13.02,13.33,58821.0
3152,2020-07-10 14:00:00,2020,7,10,14,25.8,12.255,232.0,228.0,37.5,37.1,60.4,55.0,59.0,716.0,715.0,18.9,19.2,13.12,13.12,58839.0
3153,2020-07-10 15:00:00,2020,7,10,15,23.65,6.365000000000001,232.0,227.0,34.3,33.6,60.1,56.0,61.0,733.0,727.0,17.9,17.8,11.86,11.99,58851.0
3154,2020-07-10 16:00:00,2020,7,10,16,7.94,3.354,230.0,227.0,12.0,11.2,60.1,51.0,48.0,740.0,727.0,5.5,5.5,3.92,4.05,58857.0
3155,2020-07-10 17:00:00,2020,7,10,17,5.17,0.6300000000000001,229.0,225.0,8.1,7.6,60.1,50.0,48.0,733.0,730.0,3.3,3.8,2.44,2.78,58861.0
3156,2020-07-10 18:00:00,2020,7,10,18,1.34,0.0,228.0,225.0,2.7,2.5,60.1,49.0,48.0,696.0,691.0,0.7,0.8,0.68,0.72,58861.0
3167,2020-07-11 05:00:00,2020,7,11,5,1.27,2.3750000000000004,231.0,228.0,2.6,2.5,60.1,43.0,36.0,727.0,721.0,0.7,0.7,0.65,0.65,58862.0
3168,2020-07-11 06:00:00,2020,7,11,6,3.68,6.4559999999999995,231.0,228.0,5.8,5.2,60.1,54.0,49.0,746.0,729.0,2.4,2.4,1.89,1.82,58864.0
3169,2020-07-11 07:00:00,2020,7,11,7,9.25,11.088,232.0,228.0,13.8,13.1,60.1,56.0,49.0,739.0,706.0,6.5,6.4,4.71,4.59,58871.0
3170,2020-07-11 08:00:00,2020,7,11,8,15.08,15.285,232.0,228.0,22.1,21.6,60.1,56.0,48.0,721.0,721.0,10.7,10.8,7.54,7.61,58882.0
3171,2020-07-11 09:00:00,2020,7,11,9,19.06,21.9,231.0,228.0,27.5,27.3,60.3,57.0,53.0,719.0,708.0,13.7,13.8,9.51,9.62,58897.0
